244	1544287	3584
245	1547871	1707
246	1549578	610
247	1550188	13925
248	1564113	13450
249	1577563	7538
250	1585101	29570
251	1614671	4140
252	1618811	2285
253	1621096	2732
254	1623828	4191
255	1628019	8820
256	1636839	5431
257	1642270	247
258	1642517	3288
259	1645805	8603
260	1654408	2750
261	1657158	2402
262	1659560	4313
263	1663873	1991
264	1665864	2688
265	1668552	2119
266	1670671	1421
267	1672092	6601
268	1678693	3278
269	1681971	21048
270	1703019	4878
271	1707897	1612
272	1709509	7388
273	1716897	305
274	1717202	36391
275	1753593	6016
276	1759609	4576
277	1764185	5067
278	1769252	2890
279	1772142	1982
280	1774124	10470
281	1784594	2323
282	1786917	4614
283	1791531	7472
284	1799003	5647
285	1804650	6347
286	1810997	5648
287	1816645	7720
288	1824365	10136
289	1834501	11130
290	1845631	13458
291	1859089	6378
292	1865467	9972
293	1875439	7905
294	1883344	4344
295	1887688	6784
296	1894472	6238
297	1900710	3198
298	1903908	2555
299	1906463	1586
300	1908049	4020
301	1912069	3260
302	1915329	3848
303	1919177	2989
304	1922166	28746
305	1950912	7252
306	1958164	6270
307	1964434	1765
308	1966199	1800
309	1967999	1544
310	1969543	1225
311	1970768	10031
312	1980799	18614
313	1999413	11786
314	2011199	12158
315	2023357	9378
316	2032735	8847
317	2041582	7152
318	2048734	13994
319	2062728	16553
320	2079281	14699
321	2093980	14205
322	2108185	21574
323	2129759	21131
324	2150890	15195
325	2166085	17985
326	2184070	3623
327	2187693	2565
328	2190258	5105
329	2195363	3704
330	2199067	3794
331	2202861	4824
332	2207685	3711
333	2211396	3290
334	2214686	4541
335	2219227	2813
336	2222040	211
337	2222251	216
338	2222467	208
339	2222675	221
340	2222896	235
341	2223131	233
342	2223364	213
343	2223577	235
344	2223812	221
345	2224033	227
346	2224260	2069
347	2226329	896
348	2227225	2429
349	2229654	1847
350	2231501	2741
351	2234242	3317
352	2237559	2008
353	2239567	2383
354	2241950	1670
355	2243620	2390
356	2246010	1684
357	2247694	1675
358	2249369	1341
359	2250710	5119
360	2255829	1527
361	2257356	3560
362	2260916	2318
363	2263234	1307
364	2264541	3632
365	2268173	2159
366	2270332	4701
367	2275033	291
368	2275324	280
369	2275604	291
370	2275895	304
371	2276199	290
372	2276489	308
373	2276797	90
374	2276887	90
375	2276977	6478
376	2283455	14292
377	2297747	14164
378	2311911	795
379	2312706	459
380	2313165	303
381	2313468	253
382	2313721	253
383	2313974	283
384	2314257	242
385	2314499	307
386	2314806	235
387	2315041	244
388	2315285	226
389	2315511	233
390	2315744	247
391	2315991	259
392	2316250	220
393	2316470	220
394	2316690	277
395	2316967	241
396	2317208	203
397	2317411	241
398	2317652	238
399	2317890	268
400	2318158	271
401	2318429	5012
402	2323441	8053
403	2331494	4648
404	2336142	3501
405	2339643	3938
406	2343581	5049
407	2348630	2252
408	2350882	1890
409	2352772	2506
410	2355278	4306
411	2359584	3300
412	2362884	3172
413	2366056	4251
414	2370307	2811
415	2373118	8386
